Movie Name,Year,Genre
Mighty Joe Young ,1949,"Adventure|Children's|Drama
"
Patch Adams ,1998,"Comedy|Drama
"
Stepmom ,1998,"Drama
"
"Civil Action, A ",1998,"Drama
"
Down in the Delta ,1998,"Drama
"
Hurlyburly ,1998,"Drama
"
Tea with Mussolini ,1999,"Comedy
"
Wilde ,1997,"Drama
"
Outside Ozona ,1998,"Drama|Thriller
"
Affliction ,1997,"Drama
"
Another Day in Paradise ,1998,"Drama
"
"Hi-Lo Country, The ",1998,"Drama|Western
"
Hilary and Jackie ,1998,"Drama
"
Playing by Heart ,1998,"Drama|Romance
"
24 7: Twenty Four Seven ,1997,"Comedy|Drama
"
At First Sight ,1999,"Drama
"
In Dreams ,1999,"Thriller
"
Varsity Blues ,1999,"Comedy|Drama
"
Virus ,1999,"Horror|Sci-Fi
"
"Garbage Pail Kids Movie, The ",1987,"Adventure|Children's
"
Howard the Duck ,1986,"Adventure|Children's|Sci-Fi
"
"Gate, The ",1987,"Horror
"
"Gate II: Trespassers, The ",1990,"Horror
"
"Boy Who Could Fly, The ",1986,"Drama|Fantasy
"
"Fly, The ",1958,"Horror|Sci-Fi
"
"Fly, The ",1986,"Horror|Sci-Fi
"
"Fly II, The ",1989,"Horror|Sci-Fi
"
Running Scared ,1986,"Action|Comedy
"
Armed and Dangerous ,1986,"Comedy|Crime
"
"Texas Chainsaw Massacre, The ",1974,"Horror
"
"Texas Chainsaw Massacre 2, The ",1986,"Horror
"
Leatherface: Texas Chainsaw Massacre III ,1990,"Horror
"
"Return of the Texas Chainsaw Massacre, The ",1994,"Horror
"
Ruthless People ,1986,"Comedy
"
Trick or Treat ,1986,"Horror
"
Deadly Friend ,1986,"Horror
"
Belizaire the Cajun ,1986,"Drama
"
"Name of the Rose, The ",1986,"Mystery
"
Jumpin' Jack Flash ,1986,"Action|Comedy|Romance|Thriller
"
Peggy Sue Got Married ,1986,"Comedy|Romance
"
Crocodile Dundee ,1986,"Adventure|Comedy
"
Crocodile Dundee II ,1988,"Adventure|Comedy
"
Tough Guys ,1986,"Comedy
"
Soul Man ,1986,"Comedy
"
"Color of Money, The ",1986,"Drama
"
52 Pick-Up ,1986,"Action|Mystery|Thriller
"
Heartbreak Ridge ,1986,"Action|War
"
Firewalker ,1986,"Adventure
"
Three Amigos! ,1986,"Comedy|Western
"
Gloria ,1999,"Drama|Thriller
"
Dry Cleaning ,Nett,"Drama
"
My Name Is Joe ,1998,"Drama|Romance
"
Still Crazy ,1998,"Comedy|Romance
"
"Day of the Beast, The ",El D,"Comedy|Horror|Thriller
"
Tinseltown ,1998,"Comedy
"
She's All That ,1999,"Comedy|Romance
"
24-hour Woman ,1998,"Drama
"
"Blood, Guts, Bullets and Octane ",1998,"Action|Comedy
"
Peeping Tom ,1960,"Drama|Horror|Thriller
"
Spanish Fly ,1998,"Drama
"
Payback ,1999,"Action|Thriller
"
Simply Irresistible ,1999,"Comedy|Romance
"
20 Dates ,1998,"Comedy
"
"Harmonists, The ",1997,"Drama
"
"Last Days, The ",1998,"Documentary
"
"Fantastic Planet, The ",La P,"Animation|Sci-Fi
"
Blast from the Past ,1999,"Comedy|Romance
"
Message in a Bottle ,1999,"Romance
"
My Favorite Martian ,1999,"Comedy|Sci-Fi
"
God Said 'Ha!' ,1998,"Comedy
"
Jawbreaker ,1999,"Comedy
"
October Sky ,1999,"Drama
"
Office Space ,1999,"Comedy|Romance
"
"Apple, The ",Sib),"Drama
"
200 Cigarettes ,1999,"Comedy|Drama
"
8MM ,1999,"Thriller
"
"Other Sister, The ",1999,"Comedy|Drama|Romance
"
Breakfast of Champions ,1999,"Comedy
"
"Breaks, The ",1999,"Drama
"
Eight Days a Week ,1997,"Comedy
"
Just the Ticket ,1999,"Comedy|Romance
"
"Long Goodbye, The ",1973,"Crime
"
"Ballad of Narayama, The ",Nara,"Drama
"
Pet Sematary ,1989,"Horror
"
Pet Sematary II ,1992,"Horror
"
Children of the Corn II: The Final Sacrifice ,1993,"Horror
"
Children of the Corn III ,1994,"Horror
"
Christine ,1983,"Horror
"
Night Shift ,1982,"Comedy
"
House on Haunted Hill ,1958,"Horror
"
Airport ,1970,"Drama
"
Airport 1975 ,1974,"Drama
"
Airport '77 ,1977,"Drama
"
Rollercoaster ,1977,"Drama|Thriller
"
"Towering Inferno, The ",1974,"Action|Drama
"
Alligator ,1980,"Action|Horror|Sci-Fi
"
Meteor ,1979,"Sci-Fi
"
Westworld ,1973,"Action|Sci-Fi|Thriller|Western
"
Logan's Run ,1976,"Action|Adventure|Sci-Fi
"
Planet of the Apes ,1968,"Action|Sci-Fi
"
Beneath the Planet of the Apes ,1970,"Action|Sci-Fi
"
Battle for the Planet of the Apes ,1973,"Action|Sci-Fi
"
Conquest of the Planet of the Apes ,1972,"Action|Sci-Fi
"
Escape from the Planet of the Apes ,1971,"Action|Sci-Fi
"
Avalanche ,1978,"Action
"
Earthquake ,1974,"Action
"
"Concorde: Airport '79, The ",1979,"Drama
"
Beyond the Poseidon Adventure ,1979,"Adventure
"
Dancemaker ,1998,"Documentary
"
Analyze This ,1999,"Comedy
"
"Corruptor, The ",1999,"Action|Crime|Drama|Thriller
"
Cruel Intentions ,1999,"Drama
"
"Lock, Stock & Two Smoking Barrels ",1998,"Comedy|Crime|Thriller
"
Six Ways to Sunday ,1997,"Comedy
"
"School of Flesh, The ",L' É,"Drama
"
Relax... It's Just Sex ,1998,"Comedy
"
"Deep End of the Ocean, The ",1999,"Drama
"
Harvest ,1998,"Drama
"
"Rage: Carrie 2, The ",1999,"Horror
"
Wing Commander ,1999,"Action|Sci-Fi
"
"Haunting, The ",1963,"Horror|Thriller
"
Dead Ringers ,1988,"Drama|Thriller
"
My Boyfriend's Back ,1993,"Comedy
"
Village of the Damned ,1960,"Horror|Sci-Fi|Thriller
"
Children of the Damned ,1963,"Horror|Sci-Fi|Thriller
"
Baby Geniuses ,1999,"Comedy
"
Telling You ,1998,"Comedy|Drama|Romance
"
I Stand Alone ,Seul,"Drama
"
Forces of Nature ,1999,"Comedy|Romance
"
"King and I, The ",1999,"Animation|Children's
"
Ravenous ,1999,"Drama|Horror
"
True Crime ,1999,"Crime|Thriller
"
Bandits ,1997,"Drama
"
Beauty ,1998,"Drama
"
"Empty Mirror, The ",1999,"Drama
"
"King and I, The ",1956,"Musical
"
Doug's 1st Movie ,1999,"Animation|Children's
"
EDtv ,1999,"Comedy
"
"Mod Squad, The ",1999,"Action|Crime
"
Among Giants ,1998,"Drama|Romance
"
"Walk on the Moon, A ",1999,"Drama|Romance
"
"Matrix, The ",1999,"Action|Sci-Fi|Thriller
"
10 Things I Hate About You ,1999,"Comedy|Romance
"
Tango ,1998,"Drama
"
"Out-of-Towners, The ",1999,"Comedy
"
"Dreamlife of Angels, The ",La V,"Drama
"
"Love, etc. ",1996,"Drama
"
Metroland ,1997,"Comedy|Drama
"
"Sticky Fingers of Time, The ",1997,"Sci-Fi
"
Following ,1998,"Drama
"
Go ,1999,"Crime
"
Never Been Kissed ,1999,"Comedy|Romance
"
Twin Dragons ,Shua,"Action|Comedy
"
Cookie's Fortune ,1999,"Mystery
"
Foolish ,1999,"Comedy
"
"Lovers of the Arctic Circle, The ",Los ,"Drama|Romance
"
"Goodbye, Lover ",1999,"Comedy|Crime|Thriller
"
Life ,1999,"Comedy
"
Clubland ,1998,"Drama
"
Friends & Lovers ,1999,"Comedy|Drama|Romance
"
Hideous Kinky ,1998,"Drama
"
Jeanne and the Perfect Guy ,Jean,"Comedy|Romance
"
"Joyriders, The ",1999,"Drama
"
"Monster, The ",Il M,"Comedy
"
Open Your Eyes ,Abre,"Drama|Romance|Sci-Fi
"
Photographer ,Foto,"Documentary
"
SLC Punk! ,1998,"Comedy|Drama
"
Lost & Found ,1999,"Comedy|Romance
"
Pushing Tin ,1999,"Comedy
"
Election ,1999,"Comedy
"
eXistenZ ,1999,"Action|Sci-Fi|Thriller
"
"Little Bit of Soul, A ",1998,"Comedy
"
Mighty Peking Man ,Hsin,"Adventure|Sci-Fi
"
Nô ,1998,"Drama
"
Let it Come Down: The Life of Paul Bowles ,1998,"Documentary
"
Entrapment ,1999,"Crime|Thriller
"
Idle Hands ,1999,"Comedy|Horror
"
Get Real ,1998,"Drama
"
Heaven ,1998,"Thriller
"
"King of Masks, The ",Bian,"Drama
"
Three Seasons ,1999,"Drama
"
"Winslow Boy, The ",1998,"Drama
"
Mildred Pierce ,1945,"Drama
"
Night of the Comet ,1984,"Action|Horror|Sci-Fi
"
Chopping Mall ,a.k.,"Action|Horror|Sci-Fi
"
My Science Project ,1985,"Adventure|Sci-Fi
"
Dick Tracy ,1990,"Action|Crime
"
"Mummy, The ",1999,"Action|Adventure|Horror|Thriller
"
"Castle, The ",1997,"Comedy
"
Mascara ,1999,"Drama
"
This Is My Father ,1998,"Drama|Romance
"
Xiu Xiu: The Sent-Down Girl ,Tian,"Drama|Romance
"
"Midsummer Night's Dream, A ",1999,"Comedy|Fantasy
"
Trippin' ,1999,"Comedy
"
After Life ,1998,"Drama
"
Black Mask ,Hak ,"Action
"
Edge of Seventeen ,1998,"Comedy|Drama|Romance
"
Endurance ,1998,"Documentary|Drama
"
Star Wars: Episode I - The Phantom Menace ,1999,"Action|Adventure|Fantasy|Sci-Fi
"
"Love Letter, The ",1999,"Comedy|Romance
"
Besieged ,L' A,"Drama
"
Frogs for Snakes ,1998,"Comedy|Film-Noir|Thriller
"
"Saragossa Manuscript, The ",Reko,"Drama
"
"Mummy, The ",1932,"Horror|Romance
"
"Mummy, The ",1959,"Horror
"
"Mummy's Curse, The ",1944,"Horror
"
"Mummy's Ghost, The ",1944,"Horror
"
"Mummy's Hand, The ",1940,"Horror
"
"Mummy's Tomb, The ",1942,"Horror
"
Mommie Dearest ,1981,"Drama
"
Superman ,1978,"Action|Adventure|Sci-Fi
"
Superman II ,1980,"Action|Adventure|Sci-Fi
"
Superman III ,1983,"Action|Adventure|Sci-Fi
"
Superman IV: The Quest for Peace ,1987,"Action|Adventure|Sci-Fi
"
Dracula ,1931,"Horror
"
Dracula ,1958,"Horror
"
House of Dracula ,1945,"Horror
"
House of Frankenstein ,1944,"Horror
"
Frankenstein ,1931,"Horror
"
Son of Frankenstein ,1939,"Horror
"
"Ghost of Frankenstein, The ",1942,"Horror
"
Frankenstein Meets the Wolf Man ,1943,"Horror
"
"Curse of Frankenstein, The ",1957,"Horror
"
Son of Dracula ,1943,"Horror
"
"Wolf Man, The ",1941,"Horror
"
Howling II: Your Sister Is a Werewolf ,1985,"Horror
"
Tarantula ,1955,"Horror|Sci-Fi
"
"Rocky Horror Picture Show, The ",1975,"Comedy|Horror|Musical|Sci-Fi
"
"Flying Saucer, The ",1950,"Sci-Fi
"
It Came from Hollywood ,1982,"Comedy|Documentary
"
"Thing From Another World, The ",1951,"Sci-Fi
"
It Came from Outer Space ,1953,"Sci-Fi
"
"War of the Worlds, The ",1953,"Action|Sci-Fi|War
"
It Came from Beneath the Sea ,1955,"Sci-Fi
"
Invasion of the Body Snatchers ,1956,"Horror|Sci-Fi
"
Earth Vs. the Flying Saucers ,1956,"Sci-Fi
"
It Conquered the World ,1956,"Sci-Fi
"
"Mole People, The ",1956,"Sci-Fi
"
Swamp Thing ,1982,"Horror|Sci-Fi
"
Pork Chop Hill ,1959,"War
"
"Run Silent, Run Deep ",1958,"War
"
Notting Hill ,1999,"Comedy|Romance
"
"Thirteenth Floor, The ",1999,"Drama|Sci-Fi|Thriller
"
Eternity and a Day ,Mia ,"Drama
"
"Loss of Sexual Innocence, The ",1999,"Drama
"
Twice Upon a Yesterday ,1998,"Comedy|Drama|Romance
"
Instinct ,1999,"Drama|Thriller
"
Buena Vista Social Club ,1999,"Documentary
"
Desert Blue ,1999,"Drama
"
Finding North ,1999,"Drama|Romance
"
Floating ,1997,"Drama
"
Free Enterprise ,1998,"Comedy|Romance|Sci-Fi
"
Limbo ,1999,"Drama
"
Austin Powers: The Spy Who Shagged Me ,1999,"Comedy
"
Taxman ,1999,"Comedy|Drama
"
"Red Dwarf, The ",Le N,"Comedy|Drama
"
"Red Violin, The ",Le V,"Drama|Mystery
"
Tarzan ,1999,"Animation|Children's
"
"General's Daughter, The ",1999,"Drama|Thriller
"
Get Bruce ,1999,"Documentary
"
"Ideal Husband, An ",1999,"Comedy
"
"Legend of 1900, The ",Legg,"Drama
"
Run Lola Run ,Lola,"Action|Crime|Romance
"
Trekkies ,1997,"Documentary
"
Big Daddy ,1999,"Comedy
"
"Boys, The ",1997,"Drama
"
"Dinner Game, The ",Le D,"Comedy
"
My Son the Fanatic ,1998,"Comedy|Drama|Romance
"
Zone 39 ,1997,"Sci-Fi
"
Arachnophobia ,1990,"Action|Comedy|Sci-Fi|Thriller
"
"South Park: Bigger, Longer and Uncut ",1999,"Animation|Comedy
"
Wild Wild West ,1999,"Action|Sci-Fi|Western
"
Summer of Sam ,1999,"Drama
"
Broken Vessels ,1998,"Drama
"
"Lovers on the Bridge, The ",Les ,"Drama|Romance
"
"Late August, Early September ",Fin ,"Drama
"
American Pie ,1999,"Comedy
"
Arlington Road ,1999,"Thriller
"
"Autumn Tale, An ",Cont,"Romance
"
Muppets From Space ,1999,"Children's|Comedy
"
"Blair Witch Project, The ",1999,"Horror
"
My Life So Far ,1999,"Drama
"
Eyes Wide Shut ,1999,"Drama
"
Lake Placid ,1999,"Horror|Thriller
"
"Wood, The ",1999,"Drama
"
"Velocity of Gary, The ",1998,"Comedy|Romance
"
Ghostbusters ,1984,"Comedy|Horror
"
Ghostbusters II ,1989,"Comedy|Horror
"
Drop Dead Gorgeous ,1999,"Comedy
"
"Haunting, The ",1999,"Horror|Thriller
"
Inspector Gadget ,1999,"Action|Adventure|Children's|Comedy
"
Trick ,1999,"Romance
"
Deep Blue Sea ,1999,"Action|Sci-Fi|Thriller
"
Mystery Men ,1999,"Action|Adventure|Comedy
"
Runaway Bride ,1999,"Comedy|Romance
"
Twin Falls Idaho ,1999,"Drama
"
"Killing, The ",1956,"Crime|Film-Noir
"
Killer's Kiss ,1955,"Film-Noir
"
Spartacus ,1960,"Drama
"
Lolita ,1962,"Drama
"
Barry Lyndon ,1975,"Drama
"
"400 Blows, The ",Les ,"Drama
"
Jules and Jim ,Jule,"Drama
"
Vibes ,1988,"Adventure|Comedy
"
"Mosquito Coast, The ",1986,"Drama
"
"Golden Child, The ",1986,"Action|Adventure|Comedy
"
Brighton Beach Memoirs ,1986,"Comedy
"
Assassination ,1987,"Action
"
Crimes of the Heart ,1986,"Comedy|Drama
"
"Color Purple, The ",1985,"Drama
"
"Kindred, The ",1986,"Horror
"
No Mercy ,1986,"Action|Thriller
"
Ménage ,Tenu,"Comedy|Drama
"
Native Son ,1986,"Drama
"
Otello ,1986,"Drama
"
"Mission, The ",1986,"Drama
"
Little Shop of Horrors ,1986,"Comedy|Horror|Musical
"
"Little Shop of Horrors, The ",1960,"Comedy|Horror
"
Allan Quartermain and the Lost City of Gold ,1987,"Action|Adventure
"
"Morning After, The ",1986,"Drama|Mystery
"
Radio Days ,1987,"Comedy|Drama
"
From the Hip ,1987,"Comedy
"
Outrageous Fortune ,1987,"Comedy|Mystery
"
"Bedroom Window, The ",1987,"Thriller
"
Deadtime Stories ,1987,"Horror
"
Light of Day ,1987,"Drama
"
Wanted: Dead or Alive ,1987,"Action
"
Frances ,1982,"Drama
"
Plenty ,1985,"Drama
"
Dick ,1999,"Comedy
"
"Gambler, The ",A Já,"Drama
"
"Iron Giant, The ",1999,"Animation|Children's
"
"Sixth Sense, The ",1999,"Thriller
"
"Thomas Crown Affair, The ",1999,"Action|Thriller
"
"Thomas Crown Affair, The ",1968,"Crime|Drama|Thriller
"
"Acid House, The ",1998,"Comedy|Drama
"
"Adventures of Sebastian Cole, The ",1998,"Comedy|Drama
"
Illuminata ,1998,"Comedy
"
Stiff Upper Lips ,1998,"Comedy
"
"Yards, The ",1999,"Crime|Mystery
"
Bowfinger ,1999,"Comedy
"
Brokedown Palace ,1999,"Drama
"
Detroit Rock City ,1999,"Comedy
"
Alice and Martin ,Alic,"Drama
"
Better Than Chocolate ,1999,"Comedy|Romance
"
Head On ,1998,"Drama
"
"Marcello Mastroianni: I Remember Yes, I Remember ",1997,"Documentary
"
Cobra ,1925,"Drama
"
Never Talk to Strangers ,1995,"Thriller
"
Heaven Can Wait ,1978,"Comedy
"
"Raven, The ",1963,"Comedy|Horror
"
"Tingler, The ",1959,"Horror
"
Pit and the Pendulum ,1961,"Horror
"
"Tomb of Ligeia, The ",1965,"Horror
"
"Masque of the Red Death, The ",1964,"Horror
"
Tales of Terror ,1962,"Horror
"
Haunted Honeymoon ,1986,"Comedy
"
Cat's Eye ,1985,"Horror
"
And Now for Something Completely Different ,1971,"Comedy
"
Damien: Omen II ,1978,"Horror
"
"Final Conflict, The ",a.k.,"Horror
"
Airplane! ,1980,"Comedy
"
Airplane II: The Sequel ,1982,"Comedy
"
"American Werewolf in Paris, An ",1997,"Comedy|Horror
"
European Vacation ,1985,"Comedy
"
Vacation ,1983,"Comedy
"
Funny Farm ,1988,"Comedy
"
Big ,1988,"Comedy|Fantasy
"
Problem Child ,1990,"Comedy
"
Problem Child 2 ,1991,"Comedy
"
Little Nemo: Adventures in Slumberland ,1992,"Animation|Children's
"
Oscar and Lucinda ,a.k.,"Drama|Romance
"
Tequila Sunrise ,1988,"Action|Romance|Thriller
"
"Pelican Brief, The ",1993,"Thriller
"
"Christmas Story, A ",1983,"Comedy|Drama
"
Mickey Blue Eyes ,1999,"Comedy|Romance
"
Teaching Mrs. Tingle ,1999,"Comedy|Thriller
"
Universal Soldier: The Return ,1999,"Action|Sci-Fi
"
Universal Soldier ,1992,"Action|Sci-Fi
"
Love Stinks ,1999,"Comedy
"
Perfect Blue ,1997,"Animation|Mystery
"
With Friends Like These... ,1998,"Comedy
"
In Too Deep ,1999,"Action|Thriller
"
"Source, The ",1999,"Documentary
"
"Bat, The ",1959,"Horror
"
Iron Eagle ,1986,"Action|War
"
Iron Eagle II ,1988,"Action|War
"
Aces: Iron Eagle III ,1992,"Action|War
"
Iron Eagle IV ,1995,"Action|War
"
Three Days of the Condor ,1975,"Thriller
"
Hamlet ,1964,"Drama
"
Male and Female ,1919,"Adventure|Drama
"
Medicine Man ,1992,"Adventure|Romance
"
"Spiders, The ",Die ,"Action|Drama
"
On the Ropes ,1999,"Documentary
"
Rosie ,1998,"Drama
"
"13th Warrior, The ",1999,"Action|Horror|Thriller
"
"Astronaut's Wife, The ",1999,"Sci-Fi|Thriller
"
Dudley Do-Right ,1999,"Children's|Comedy
"
"Muse, The ",1999,"Comedy|Drama
"
Cabaret Balkan ,Bure,"Drama
"
"Dog of Flanders, A ",1999,"Drama
"
"Lost Son, The ",1999,"Drama
"
Lucie Aubrac ,1997,"Romance|War
"
"Very Thought of You, The ",1998,"Comedy|Romance
"
Chill Factor ,1999,"Action|Thriller
"
Outside Providence ,1999,"Comedy
"
Bedrooms & Hallways ,1998,"Comedy|Romance
"
I Woke Up Early the Day I Died ,1998,"Comedy
"
West Beirut ,West,"Drama
"
Stigmata ,1999,"Thriller
"
Stir of Echoes ,1999,"Thriller
"
Best Laid Plans ,1999,"Crime|Drama
"
"Black Cat, White Cat ",Crna,"Comedy|Romance
"
"Minus Man, The ",1999,"Drama|Mystery
"
White Boys ,1999,"Drama
"
"Adventures of Milo and Otis, The ",1986,"Children's
"
Only Angels Have Wings ,1939,"Drama
"
Othello ,1952,"Drama
"
Queens Logic ,1991,"Comedy|Drama
"
Public Access ,1993,"Drama|Thriller
"
Saturn 3 ,1979,"Adventure|Sci-Fi|Thriller
"
"Soldier's Story, A ",1984,"Drama
"
Communion ,a.k.,"Horror
"
Don't Look in the Basement! ,1973,"Horror
"
Nightmares ,1983,"Horror
"
I Saw What You Did ,1965,"Thriller
"
Yellow Submarine ,1968,"Animation|Musical
"
American Beauty ,1999,"Comedy|Drama
"
Stop Making Sense ,1984,"Documentary
"
Blue Streak ,1999,"Comedy
"
For Love of the Game ,1999,"Comedy|Drama
"
Caligula ,1980,"Drama
"
"Hard Day's Night, A ",1964,"Comedy|Musical
"
Splendor ,1999,"Comedy
"
Sugar Town ,1999,"Comedy
"
"Buddy Holly Story, The ",1978,"Drama
"
Fright Night ,1985,"Comedy|Horror
"
Fright Night Part II ,1989,"Horror
"
"Separation, The ",La S,"Drama
"
Barefoot in the Park ,1967,"Comedy
"
Deliverance ,1972,"Adventure|Thriller
"
Excalibur ,1981,"Action|Drama|Fantasy|Romance
"
Lulu on the Bridge ,1998,"Drama|Mystery|Romance
"
"Pajama Game, The ",1957,"Comedy
"
Sommersby ,1993,"Drama|Mystery|Romance
"
Thumbelina ,1994,"Animation|Children's
"
Tommy ,1975,"Drama|Musical
"
Hell Night ,1981,"Horror
"
Operation Condor ,Feiy,"Action|Adventure|Comedy
"
Operation Condor 2 ,Long,"Action|Adventure|Comedy
"
Double Jeopardy ,1999,"Action|Thriller
"
Jakob the Liar ,1999,"Drama
"
Mumford ,1999,"Comedy
"
Dog Park ,1998,"Comedy|Romance
"
Guinevere ,1999,"Drama|Romance
"
"Adventures of Elmo in Grouchland, The ",1999,"Children's|Comedy
"
Simon Sez ,1999,"Drama
"
Drive Me Crazy ,1999,"Comedy|Romance
"
"Mystery, Alaska ",1999,"Comedy
"
Three Kings ,1999,"Drama|War
"
"Happy, Texas ",1999,"Comedy
"
New Rose Hotel ,1998,"Action|Drama
"
Plunkett & MaCleane ,1999,"Action|Drama
"
Romance ,1999,"Drama|Romance
"
Napoleon and Samantha ,1972,"Adventure
"
Alvarez Kelly ,1966,"Western
"
And the Ship Sails On ,E la,"Comedy|War
"
"Dark Half, The ",1993,"Horror|Mystery
"
Gulliver's Travels ,1939,"Adventure|Animation|Children's
"
Monkey Shines ,1988,"Horror|Sci-Fi
"
Phantasm ,1979,"Horror|Sci-Fi
"
Psycho II ,1983,"Horror|Thriller
"
Psycho III ,1986,"Horror|Thriller
"
Rain ,1932,"Drama
"
Sanjuro ,1962,"Action|Adventure
"
Random Hearts ,1999,"Drama|Romance
"
Superstar ,1999,"Comedy
"
Boys Don't Cry ,1999,"Drama
"
"Five Wives, Three Secretaries and Me ",1998,"Documentary
"
"Ennui, L' ",1998,"Drama|Romance
"
"Grandfather, The ",El A,"Drama
"
"Limey, The ",1999,"Action|Crime|Drama
"
"Mating Habits of the Earthbound Human, The ",1998,"Comedy
"
Molly ,1999,"Comedy|Drama
"
Risky Business ,1983,"Comedy
"
Total Recall ,1990,"Action|Adventure|Sci-Fi|Thriller
"
Body Heat ,1981,"Crime|Thriller
"
Ferris Bueller's Day Off ,1986,"Comedy
"
Year of Living Dangerously ,1982,"Drama|Romance
"
Children of Paradise ,Les ,"Drama|Romance
"
High Plains Drifter ,1972,"Western
"
Hang 'em High ,1967,"Western
"
Citizen's Band ,a.k.,"Comedy
"
Drunken Master ,Zui ,"Action|Comedy
"
"Conformist, The ",Il C,"Drama
"
Hairspray ,1988,"Comedy|Drama
"
Brief Encounter ,1946,"Drama|Romance
"
"Razor's Edge, The ",1984,"Drama
"
Reds ,1981,"Drama
"
Return with Honor ,1998,"Documentary
"
Time of the Gypsies ,Dom ,"Drama
"
Days of Heaven ,1978,"Drama
"
"Fire Within, The ",Le F,"Drama
"
"Love Bewitched, A ",El A,"Musical
"
"Lady Eve, The ",1941,"Comedy|Romance
"
Sullivan's Travels ,1942,"Comedy
"
"Palm Beach Story, The ",1942,"Comedy
"
Man Facing Southeast ,Homb,"Drama
"
Niagara ,1953,"Drama|Thriller
"
Gilda ,1946,"Film-Noir
"
South Pacific ,1958,"Musical|Romance|War
"
Flashdance ,1983,"Drama|Romance
"
Indochine ,1992,"Drama|Romance
"
"Dirty Dozen, The ",1967,"Action|War
"
Mike's Murder ,1984,"Mystery
"
Help! ,1965,"Comedy|Musical
"
Goldfinger ,1964,"Action
"
From Russia with Love ,1963,"Action
"
Dr. No ,1962,"Action
"
"Blue Lagoon, The ",1980,"Adventure|Drama|Romance
"
"Fistful of Dollars, A ",1964,"Action|Western
"
Hard 8 ,a.k.,"Crime|Thriller
"
Home Alone 2: Lost in New York ,1992,"Children's|Comedy
"
Penitentiary ,1979,"Drama
"
Penitentiary II ,1982,"Drama
"
Someone to Watch Over Me ,1987,"Action|Crime|Thriller
"
Sparrows ,1926,"Drama
"
Naturally Native ,1998,"Drama
"
Fight Club ,1999,"Drama
"
Beefcake ,1999,"Drama
"
"Story of Us, The ",1999,"Comedy|Drama
"
Fever Pitch ,1997,"Comedy|Romance
"
Joe the King ,1999,"Crime|Drama
"
Julien Donkey-Boy ,1999,"Drama
"
"Omega Code, The ",1999,"Action
"
"Straight Story, The ",1999,"Drama
"
"Bad Seed, The ",1956,"Drama|Thriller
"
Time Bandits ,1981,"Adventure|Fantasy|Sci-Fi
"
"Man and a Woman, A ",Un H,"Drama|Romance
"
Fitzcarraldo ,1982,"Adventure|Drama
"
All That Jazz ,1979,"Musical
"
Red Sorghum ,Hong,"Drama|War
"
Crimes and Misdemeanors ,1989,"Comedy
"
Bats ,1999,"Horror|Thriller
"
"Best Man, The ",1999,"Drama
"
Bringing Out the Dead ,1999,"Drama|Horror
"
Crazy in Alabama ,1999,"Comedy|Drama
"
Three to Tango ,1999,"Comedy|Romance
"
Body Shots ,1999,"Drama
"
Men Cry Bullets ,1997,"Drama
"
"Brother, Can You Spare a Dime? ",1975,"Documentary
"
"Guardian, The ",1990,"Horror|Thriller
"
"Ipcress File, The ",1965,"Thriller
"
On Any Sunday ,1971,"Documentary
"
Robocop ,1987,"Action|Crime|Sci-Fi
"
Robocop 2 ,1990,"Action|Crime|Sci-Fi
"
Who Framed Roger Rabbit? ,1988,"Adventure|Animation|Film-Noir
"
Melvin and Howard ,1980,"Drama
"
For Your Eyes Only ,1981,"Action
"
Licence to Kill ,1989,"Action
"
Live and Let Die ,1973,"Action
"
Rawhead Rex ,1986,"Horror|Thriller
"
Thunderball ,1965,"Action
"
"City, The ",1998,"Drama
"
"House on Haunted Hill, The ",1999,"Horror
"
Music of the Heart ,1999,"Drama
"
Being John Malkovich ,1999,"Comedy
"
Dreaming of Joseph Lees ,1998,"Romance
"
Man of the Century ,1999,"Comedy
"
"Princess Mononoke, The ",Mono,"Action|Adventure|Animation
"
"Suburbans, The ",1999,"Drama
"
My Best Fiend ,Mein,"Documentary
"
Train of Life ,Trai,"Comedy|Drama
"
"Bachelor, The ",1999,"Comedy|Romance
"
"Bone Collector, The ",1999,"Thriller
"
"Insider, The ",1999,"Drama
"
American Movie ,1999,"Documentary
"
Last Night ,1998,"Thriller
"
Portraits Chinois ,1996,"Drama
"
Rosetta ,1999,"Drama
"
"They Shoot Horses, Don't They? ",1969,"Drama
"
Battling Butler ,1926,"Comedy
"
Bride of Re-Animator ,1990,"Comedy|Horror
"
Bustin' Loose ,1981,"Comedy
"
Coma ,1978,"Thriller
"
Creepshow ,1982,"Horror
"
Creepshow 2 ,1987,"Horror
"
Re-Animator ,1985,"Horror
"
Drugstore Cowboy ,1989,"Crime|Drama
"
Falling Down ,1993,"Action|Drama
"
"Funhouse, The ",1981,"Horror
"
"General, The ",1927,"Comedy
"
My Best Girl ,1927,"Comedy|Romance
"
Piranha ,1978,"Horror|Sci-Fi
"
Rough Night in Jericho ,1967,"Western
"
Slaughterhouse ,1987,"Horror
"
Slaughterhouse 2 ,1988,"Horror
"
"Taming of the Shrew, The ",1967,"Comedy
"
Nighthawks ,1981,"Action|Drama
"
Yojimbo ,1961,"Comedy|Drama|Western
"
Repossessed ,1990,"Comedy
"
"Omega Man, The ",1971,"Sci-Fi
"
Spaceballs ,1987,"Comedy|Sci-Fi
"
Robin Hood ,1973,"Animation|Children's
"
Mister Roberts ,1955,"Comedy|Drama|War
"
